Gene identifier, dN/dS (YN00), M1/M2 test (Codeml), M7/M8 test (Codeml) ,Codeml under diversifying selection,YN00 under diversifying selection
FGSG_04047,0.3671,0.239937454,1,FALSE,FALSE
FGSG_04048,0.373861905,1,1,FALSE,FALSE
FGSG_04049,0.214233333,1,1,FALSE,FALSE
FGSG_04050,0.074557143,1,1,FALSE,FALSE
FGSG_04051,0.08115,1,1,FALSE,FALSE
FGSG_04052,0.077233333,1,1,FALSE,FALSE
FGSG_04053,0.064680556,1,1,FALSE,FALSE
FGSG_04054,0.062316667,1,1,FALSE,FALSE
FGSG_04055,0.042632143,1,1,FALSE,FALSE
FGSG_04057,0.078386111,1,1,FALSE,FALSE
FGSG_04058,0.61607,1,1,FALSE,FALSE
FGSG_04059,0.189658333,1,1,FALSE,FALSE
FGSG_04060,0.074697222,1,1,FALSE,FALSE
FGSG_04063,0.077580556,1,1,FALSE,FALSE
FGSG_04064,0.040227778,1,1,FALSE,FALSE
FGSG_04065,0.049275,1,1,FALSE,FALSE
FGSG_04066,0.577133333,0.025075626,0.002225875,TRUE,FALSE
FGSG_04067,0.040541667,1,1,FALSE,FALSE
FGSG_04068,0.017172222,1,1,FALSE,FALSE
FGSG_04070,0.091485714,1,1,FALSE,FALSE
FGSG_04071,0.070313889,1,1,FALSE,FALSE
FGSG_04072,0.043985714,1,1,FALSE,FALSE
FGSG_04074,0.13655,1,1,FALSE,FALSE
FGSG_04075,0.4697,Not calculated,Not calculated,FALSE,FALSE
FGSG_04077,0.203205556,1,1,FALSE,FALSE
FGSG_04081,0.121613889,1,1,FALSE,FALSE
FGSG_04082,0.1181,1,1,FALSE,FALSE
FGSG_04083,0.062210714,1,1,FALSE,FALSE
FGSG_04084,0.065830556,1,1,FALSE,FALSE
FGSG_04085,0.057188889,1,1,FALSE,FALSE
FGSG_04086,0.296907143,0.94556372,1,FALSE,FALSE
FGSG_04087,0.076688889,1,1,FALSE,FALSE
FGSG_04089,0.230536111,1,1,FALSE,FALSE
FGSG_04090,0.154213889,1,1,FALSE,FALSE
FGSG_04091,0.040613333,1,1,FALSE,FALSE
FGSG_04092,0.092014286,1,1,FALSE,FALSE
FGSG_04094,0.171652778,1,1,FALSE,FALSE
FGSG_04095,0.077358333,1,1,FALSE,FALSE
FGSG_04099,0.5395,Not calculated,Not calculated,FALSE,FALSE
FGSG_04100,0.252096429,1,1,FALSE,FALSE
FGSG_04101,0.036675,1,1,FALSE,FALSE
FGSG_04102,0.018436111,1,1,FALSE,FALSE
FGSG_04103,0.046308333,1,1,FALSE,FALSE
FGSG_04104,0.001213889,1,1,FALSE,FALSE
FGSG_04105,0.041286111,1,1,FALSE,FALSE
FGSG_04106,0.295086111,1,1,FALSE,FALSE
FGSG_04107,0.022558333,1,1,FALSE,FALSE
FGSG_04109,0.030225,1,1,FALSE,FALSE
FGSG_04110,0.170286111,1,1,FALSE,FALSE
FGSG_04111,0.041972222,1,1,FALSE,FALSE
FGSG_04112,0.022736111,1,1,FALSE,FALSE
FGSG_04113,0.041344444,1,1,FALSE,FALSE
FGSG_04114,0.1834,1,1,FALSE,FALSE
FGSG_04115,0.063232143,0.883919751,1,FALSE,FALSE
FGSG_04117,0.028869444,0.999172343,1,FALSE,FALSE
FGSG_04119,0.030922222,1,1,FALSE,FALSE
FGSG_04120,0.025580952,1,1,FALSE,FALSE
FGSG_04121,0.021530556,1,1,FALSE,FALSE
FGSG_04122,0.137486111,1,1,FALSE,FALSE
FGSG_04123,0.049022222,1,1,FALSE,FALSE
FGSG_04124,0.067166667,1,1,FALSE,FALSE
FGSG_04125,0.083405556,1,1,FALSE,FALSE
FGSG_04126,0.064611111,1,1,FALSE,FALSE
FGSG_04127,0.034033333,1,1,FALSE,FALSE
FGSG_04128,0.047205556,1,1,FALSE,FALSE
FGSG_04129,0.184986111,1,1,FALSE,FALSE
FGSG_04130,0.035630556,0.999031469,1,FALSE,FALSE
FGSG_04131,0.103988889,1,1,FALSE,FALSE
FGSG_04134,0.071716667,1,1,FALSE,FALSE
FGSG_04135,0.1112,1,1,FALSE,FALSE
FGSG_04136,0.040303571,1,1,FALSE,FALSE
FGSG_04137,0.046452778,1,1,FALSE,FALSE
FGSG_04138,0.272421429,1,1,FALSE,FALSE
FGSG_04140,0.117986111,1,1,FALSE,FALSE
FGSG_04141,0.040047222,1,1,FALSE,FALSE
FGSG_04142,0.538466667,0.999789022,1,FALSE,FALSE
FGSG_04143,0.096992857,1,1,FALSE,FALSE
FGSG_04144,0.149410714,1,1,FALSE,FALSE
FGSG_04146,0.111996429,1,1,FALSE,FALSE
FGSG_04147,0.022575,1,1,FALSE,FALSE
FGSG_04148,0.133080556,1,1,FALSE,FALSE
FGSG_04149,0.095669444,1,1,FALSE,FALSE
FGSG_04150,0.158083333,1,1,FALSE,FALSE
FGSG_04151,0.168530556,1,1,FALSE,FALSE
FGSG_04152,0.059375,1,1,FALSE,FALSE
FGSG_04154,0.072577778,1,1,FALSE,FALSE
FGSG_04155,0.075478571,1,1,FALSE,FALSE
FGSG_04157,0.095783333,1,1,FALSE,FALSE
FGSG_04159,0.077372222,1,1,FALSE,FALSE
FGSG_04160,0.185752778,0.795301493,1,FALSE,FALSE
FGSG_04161,0.108313889,1,1,FALSE,FALSE
FGSG_04162,0.191366667,1,1,FALSE,FALSE
FGSG_04163,0.248375,1,1,FALSE,FALSE
FGSG_04164,0.043152778,1,1,FALSE,FALSE
FGSG_04165,0.060907143,1,1,FALSE,FALSE
FGSG_04166,0.063216667,1,1,FALSE,FALSE
FGSG_04167,0.111938889,1,1,FALSE,FALSE
FGSG_04168,0.029683333,1,1,FALSE,FALSE
FGSG_04169,0.124047222,1,1,FALSE,FALSE
FGSG_04170,0.106213889,1,1,FALSE,FALSE
FGSG_04171,0.041997222,1,1,FALSE,FALSE
FGSG_04174,0.166552778,1,1,FALSE,FALSE
FGSG_04175,0.156492857,1,1,FALSE,FALSE
FGSG_04176,0.128383333,0.611157243,1,FALSE,FALSE
FGSG_04177,0.153680556,1,1,FALSE,FALSE
FGSG_04178,0.087003571,0.999999,1,FALSE,FALSE
FGSG_04179,0.116313889,1,1,FALSE,FALSE
FGSG_04180,0.285697222,0.092001813,1,FALSE,FALSE
FGSG_04181,0.060786111,0.965291645,1,FALSE,FALSE
FGSG_04182,0.057322222,1,1,FALSE,FALSE
FGSG_04184,0.081417857,1,1,FALSE,FALSE
FGSG_04185,0.072311111,1,1,FALSE,FALSE
FGSG_04186,0.035555556,1,1,FALSE,FALSE
FGSG_04187,0.088475,1,1,FALSE,FALSE
FGSG_04188,0.051077778,1,1,FALSE,FALSE
FGSG_04189,0.069883333,0.848172707,1,FALSE,FALSE
FGSG_04190,0.195186111,1,1,FALSE,FALSE
FGSG_04193,0.102092857,1,1,FALSE,FALSE
FGSG_04194,0.026071429,1,1,FALSE,FALSE
FGSG_04196,0.025158333,1,1,FALSE,FALSE
FGSG_04197,0.128513889,1,1,FALSE,FALSE
FGSG_04198,0.201525,1,1,FALSE,FALSE
FGSG_04199,0.095444444,1,1,FALSE,FALSE
FGSG_04200,0.326764286,1,1,FALSE,FALSE
FGSG_04201,0.129742857,1,1,FALSE,FALSE
FGSG_04202,0.012922222,1,1,FALSE,FALSE
FGSG_04203,0.02152,1,1,FALSE,FALSE
FGSG_04204,0.040369444,1,1,FALSE,FALSE
FGSG_04206,0.193792857,1,1,FALSE,FALSE
FGSG_04207,0.10715,1,1,FALSE,FALSE
FGSG_04208,0.175357143,1,1,FALSE,FALSE
FGSG_04209,0.058127778,1,1,FALSE,FALSE
FGSG_04210,0.12105,0.999517117,1,FALSE,FALSE
FGSG_04211,0.092133333,1,1,FALSE,FALSE
FGSG_04212,0.072016667,1,1,FALSE,FALSE
FGSG_04213,0.120797222,1,1,FALSE,FALSE
FGSG_04214,0.019078571,1,1,FALSE,FALSE
FGSG_04215,0.107053571,1,1,FALSE,FALSE
FGSG_04216,0.09195,1,1,FALSE,FALSE
FGSG_04218,0.047475,1,1,FALSE,FALSE
FGSG_04219,0.421994444,1,1,FALSE,FALSE
FGSG_04220,0.041577778,1,1,FALSE,FALSE
FGSG_04221,0.037541667,1,1,FALSE,FALSE
FGSG_04222,0.037405556,1,1,FALSE,FALSE
FGSG_04223,0.037919444,1,1,FALSE,FALSE
FGSG_04224,0.327733333,1,1,FALSE,FALSE
FGSG_04225,0.175541667,1,1,FALSE,FALSE
FGSG_04226,0.249044444,1,1,FALSE,FALSE
FGSG_04227,0.163013889,1,1,FALSE,FALSE
FGSG_04228,0.5354,Not calculated,Not calculated,FALSE,FALSE
FGSG_04229,0.11065,1,1,FALSE,FALSE
FGSG_04230,0.073713889,1,1,FALSE,FALSE
FGSG_04231,0.217233333,1,1,FALSE,FALSE
FGSG_04232,0.032794444,1,1,FALSE,FALSE
FGSG_04233,0.050408333,1,1,FALSE,FALSE
FGSG_04234,0.130494444,1,1,FALSE,FALSE
FGSG_04235,0.053886111,1,1,FALSE,FALSE
FGSG_04236,0.104165714,1,1,FALSE,FALSE
FGSG_04237,0.021661905,1,1,FALSE,FALSE
FGSG_04238,0.111713889,1,1,FALSE,FALSE
FGSG_04239,0.058163889,1,1,FALSE,FALSE
FGSG_04240,0.0468,1,1,FALSE,FALSE
FGSG_04241,0.154,0.321875324,1,FALSE,FALSE
FGSG_04242,0.036827778,1,1,FALSE,FALSE
FGSG_04243,0.041985714,1,1,FALSE,FALSE
FGSG_04244,0.098886111,1,1,FALSE,FALSE
FGSG_04245,0.024111111,1,1,FALSE,FALSE
FGSG_04246,0.134010714,0.59577929,1,FALSE,FALSE
FGSG_04247,0.1325,1,1,FALSE,FALSE
FGSG_04248,0.049189286,1,1,FALSE,FALSE
FGSG_04250,0.1273,1,1,FALSE,FALSE
FGSG_04251,0.111644444,1,1,FALSE,FALSE
FGSG_04252,0.170566667,1,1,FALSE,FALSE
FGSG_04253,0.116825,1,1,FALSE,FALSE
FGSG_04254,0.031203571,1,1,FALSE,FALSE
FGSG_04255,0.045,1,1,FALSE,FALSE
FGSG_04256,0.103364286,1,1,FALSE,FALSE
FGSG_04257,0.144963889,1,1,FALSE,FALSE
FGSG_04258,0.446666667,0.013317917,0.467834349,FALSE,FALSE
FGSG_04259,0.061419444,1,1,FALSE,FALSE
FGSG_04260,0.060686111,1,1,FALSE,FALSE
FGSG_04262,0.202547222,1,1,FALSE,FALSE
FGSG_04263,0.167697222,1,1,FALSE,FALSE
FGSG_04264,0.060602778,1,1,FALSE,FALSE
FGSG_04265,0.073883333,1,1,FALSE,FALSE
FGSG_04266,0.069411111,1,1,FALSE,FALSE
FGSG_04268,0.130630556,1,1,FALSE,FALSE
FGSG_04270,0.063608333,1,1,FALSE,FALSE
FGSG_04271,0.046272222,1,1,FALSE,FALSE
FGSG_04272,0.119422222,1,1,FALSE,FALSE
FGSG_04273,0.027275,1,1,FALSE,FALSE
FGSG_04274,0.073808333,1,1,FALSE,FALSE
FGSG_04275,0.145661111,1,1,FALSE,FALSE
FGSG_04276,0.080586111,1,1,FALSE,FALSE
FGSG_04277,0.097272222,1,1,FALSE,FALSE
FGSG_04278,0.040938889,1,1,FALSE,FALSE
FGSG_04279,0.044269444,1,1,FALSE,FALSE
FGSG_04280,0.034694444,1,1,FALSE,FALSE
FGSG_04282,0.107557143,1,1,FALSE,FALSE
FGSG_04283,0.026594444,1,1,FALSE,FALSE
FGSG_04284,0.038388889,1,1,FALSE,FALSE
FGSG_04285,0.009642857,1,1,FALSE,FALSE
FGSG_04286,0.079767857,1,1,FALSE,FALSE
FGSG_04287,0.140397222,1,1,FALSE,FALSE
FGSG_04288,0.095161111,1,1,FALSE,FALSE
FGSG_04289,0.00377619,1,1,FALSE,FALSE
FGSG_04290,0,1,1,FALSE,FALSE
FGSG_04291,0.056177778,1,1,FALSE,FALSE
FGSG_04292,0.067886111,1,1,FALSE,FALSE
FGSG_04293,0.228635556,1,1,FALSE,FALSE
FGSG_04295,0.007883333,1,1,FALSE,FALSE
FGSG_04296,0.070085714,1,1,FALSE,FALSE
FGSG_04297,0.045632143,1,1,FALSE,FALSE
FGSG_04298,0.157041667,1,1,FALSE,FALSE
FGSG_04299,0.086021429,0.999988,1,FALSE,FALSE
FGSG_04302,0.031322222,1,1,FALSE,FALSE
FGSG_04304,0.080046429,0.3242602,1,FALSE,FALSE
FGSG_04305,0.091778571,1,1,FALSE,FALSE
FGSG_04306,0.069146429,1,1,FALSE,FALSE
FGSG_04307,0.165,1,1,FALSE,FALSE
FGSG_04308,0.040738889,1,1,FALSE,FALSE
FGSG_04309,0.020613889,1,1,FALSE,FALSE
FGSG_04310,0.084922222,1,1,FALSE,FALSE
FGSG_04311,0.095688889,1,1,FALSE,FALSE
FGSG_04312,0.053238889,0.581086879,1,FALSE,FALSE
FGSG_04313,0.029638889,1,1,FALSE,FALSE
FGSG_04314,0.051761111,1,1,FALSE,FALSE
FGSG_04315,0.190619444,1,1,FALSE,FALSE
FGSG_04317,0.122266667,0.999999,1,FALSE,FALSE
FGSG_04319,0.049880556,1,1,FALSE,FALSE
FGSG_04320,0.076094444,1,1,FALSE,FALSE
FGSG_04321,0.166358333,1,1,FALSE,FALSE
FGSG_04322,0.182213889,1,1,FALSE,FALSE
FGSG_04323,0.112467857,1,1,FALSE,FALSE
FGSG_04324,0.050666667,1,1,FALSE,FALSE
FGSG_04325,0.122638889,1,1,FALSE,FALSE
FGSG_04326,0.037416667,1,1,FALSE,FALSE
FGSG_04327,0,1,1,FALSE,FALSE
FGSG_04329,0.131863889,1,1,FALSE,FALSE
FGSG_04330,0.11784,1,1,FALSE,FALSE
FGSG_04331,0.7512,Not calculated,Not calculated,FALSE,FALSE
FGSG_04332,0.106371429,1,1,FALSE,FALSE
FGSG_04333,0.030544444,1,1,FALSE,FALSE
FGSG_04334,0.117938889,1,1,FALSE,FALSE
FGSG_04335,0.057613889,1,1,FALSE,FALSE
FGSG_04339,0.031882143,1,1,FALSE,FALSE
FGSG_04340,0.175575,1,1,FALSE,FALSE
FGSG_04341,0.344161111,1,1,FALSE,FALSE
FGSG_04342,0.128980556,1,1,FALSE,FALSE
FGSG_04343,0.005338889,1,1,FALSE,FALSE
FGSG_04345,0.165413889,1,1,FALSE,FALSE
FGSG_04347,0.193305556,1,1,FALSE,FALSE
FGSG_04348,1.361133333,0.000327697,0.000265196,TRUE,TRUE
FGSG_04349,0.054430556,1,1,FALSE,FALSE
FGSG_04350,0.0483,1,1,FALSE,FALSE
FGSG_04351,0.055811111,1,1,FALSE,FALSE
FGSG_04352,0.048561111,1,1,FALSE,FALSE
FGSG_04353,0.160002778,1,1,FALSE,FALSE
FGSG_04354,0.105047222,0.960289959,1,FALSE,FALSE
FGSG_04355,0.037263889,1,1,FALSE,FALSE
FGSG_04356,0.065672222,1,1,FALSE,FALSE
FGSG_04357,0.215486111,1,1,FALSE,FALSE
FGSG_04358,0.137775,1,1,FALSE,FALSE
FGSG_04359,0.0859,1,1,FALSE,FALSE
FGSG_04360,0.240155556,1,1,FALSE,FALSE
FGSG_04361,0.064913889,1,1,FALSE,FALSE
FGSG_04362,0.094146429,1,1,FALSE,FALSE
FGSG_04363,0.166852778,1,1,FALSE,FALSE
FGSG_04364,0.098933333,1,1,FALSE,FALSE
FGSG_04365,0.047311111,1,1,FALSE,FALSE
FGSG_04366,0.054944444,0.999997,1,FALSE,FALSE
FGSG_04367,0.493886667,1,1,FALSE,FALSE
FGSG_04368,0.112177778,1,1,FALSE,FALSE
FGSG_04370,0.045105556,1,1,FALSE,FALSE
FGSG_04371,0.094886111,1,1,FALSE,FALSE
FGSG_04372,0.324278571,1,1,FALSE,FALSE
FGSG_04374,0.2198,Not calculated,Not calculated,FALSE,FALSE
FGSG_04375,0.26126,1,1,FALSE,FALSE
FGSG_04376,0.362866667,1,1,FALSE,FALSE
FGSG_04377,0.11438,1,1,FALSE,FALSE
FGSG_04378,0.033177778,1,1,FALSE,FALSE
FGSG_04379,0.242816667,1,1,FALSE,FALSE
FGSG_04380,0.117169444,1,1,FALSE,FALSE
FGSG_04381,0.185119444,1,1,FALSE,FALSE
FGSG_04382,0.033213889,1,1,FALSE,FALSE
FGSG_04383,0.059161111,1,1,FALSE,FALSE
FGSG_04384,0.046036111,1,1,FALSE,FALSE
FGSG_04385,0.075655556,1,1,FALSE,FALSE
FGSG_04386,0.138917857,1,1,FALSE,FALSE
FGSG_04388,0.101752778,1,1,FALSE,FALSE
FGSG_04390,0.148578571,1,1,FALSE,FALSE
FGSG_04393,0.101713889,1,1,FALSE,FALSE
FGSG_04394,0.069627778,1,1,FALSE,FALSE
FGSG_04395,0.129858333,1,1,FALSE,FALSE
FGSG_04396,0.244608333,1,1,FALSE,FALSE
FGSG_04397,0.118619444,1,1,FALSE,FALSE
FGSG_04398,0.052363889,1,1,FALSE,FALSE
FGSG_04399,0.12098,0.999826015,1,FALSE,FALSE
FGSG_04400,0.041547222,0.986791015,1,FALSE,FALSE
FGSG_04401,0.126122222,0.055846077,1,FALSE,FALSE
FGSG_04402,0.026894444,1,1,FALSE,FALSE
FGSG_04403,0.074680556,1,1,FALSE,FALSE
FGSG_04404,0.068997222,1,1,FALSE,FALSE
FGSG_04407,0.060247222,1,1,FALSE,FALSE
FGSG_04408,0.207353571,1,1,FALSE,FALSE
FGSG_04409,0.214022222,1,1,FALSE,FALSE
FGSG_04410,0.046841667,1,1,FALSE,FALSE
FGSG_04411,0.170688889,1,1,FALSE,FALSE
FGSG_04412,0.152202778,1,1,FALSE,FALSE
FGSG_04413,0.076736111,1,1,FALSE,FALSE
FGSG_04415,0.048857143,1,1,FALSE,FALSE
FGSG_04416,0.026333333,1,1,FALSE,FALSE
FGSG_04417,0.274105556,1,1,FALSE,FALSE
FGSG_04418,0.051669444,1,1,FALSE,FALSE
FGSG_04419,0.015625,1,1,FALSE,FALSE
FGSG_04420,0.104122222,0.528463785,1,FALSE,FALSE
FGSG_04421,0.091280556,1,1,FALSE,FALSE
FGSG_04422,0.379092857,1,1,FALSE,FALSE
FGSG_04423,0.11895,1,1,FALSE,FALSE
FGSG_04424,0.171603571,1,1,FALSE,FALSE
FGSG_04425,0.073975,1,1,FALSE,FALSE
FGSG_04426,0.047207143,1,1,FALSE,FALSE
FGSG_04427,0.123263889,1,1,FALSE,FALSE
FGSG_04428,0.129092857,1,1,FALSE,FALSE
FGSG_04429,0.178191667,1,1,FALSE,FALSE
FGSG_04430,0.123985714,1,1,FALSE,FALSE
FGSG_04432,0.229733333,1,1,FALSE,FALSE
FGSG_04433,0.108869444,1,1,FALSE,FALSE
FGSG_04434,0.139427778,1,1,FALSE,FALSE
FGSG_04435,0.169341667,1,1,FALSE,FALSE
FGSG_04436,0.051164444,1,1,FALSE,FALSE
FGSG_04437,0.204313889,1,1,FALSE,FALSE
FGSG_04438,0.295253571,1,1,FALSE,FALSE
FGSG_04439,0.120410714,1,1,FALSE,FALSE
FGSG_04441,0.131328571,1,1,FALSE,FALSE
FGSG_04442,0.217767857,1,1,FALSE,FALSE
FGSG_04443,0.223833333,1,1,FALSE,FALSE
FGSG_04444,0.251647222,1,1,FALSE,FALSE
FGSG_04445,0.132797222,1,1,FALSE,FALSE
FGSG_04447,0.102002778,1,1,FALSE,FALSE
FGSG_04448,0.100580556,1,1,FALSE,FALSE
FGSG_04450,0.153926667,1,1,FALSE,FALSE
FGSG_04451,0.070536111,1,1,FALSE,FALSE
FGSG_04453,0.044991667,1,1,FALSE,FALSE
FGSG_04454,0.034627778,1,1,FALSE,FALSE
FGSG_04455,0.241461111,1,1,FALSE,FALSE
FGSG_04456,0.026152778,1,1,FALSE,FALSE
FGSG_04457,0.205666667,1,1,FALSE,FALSE
FGSG_04458,0.047716667,1,1,FALSE,FALSE
FGSG_04459,0.151671429,1,1,FALSE,FALSE
FGSG_04461,0.102363889,1,1,FALSE,FALSE
FGSG_04462,0.797733333,0.003836373,0.003443661,TRUE,FALSE
FGSG_04463,0.071433333,1,1,FALSE,FALSE
FGSG_04465,0.19056,1,1,FALSE,FALSE
FGSG_04468,0.041771429,1,1,FALSE,FALSE
FGSG_04470,0.205516667,0.087808585,1,FALSE,FALSE
FGSG_04471,0.059647222,1,1,FALSE,FALSE
FGSG_04473,0.0413,1,1,FALSE,FALSE
FGSG_04474,0.217622222,1,1,FALSE,FALSE
FGSG_04475,0.123455556,1,1,FALSE,FALSE
FGSG_04476,0.006263889,0.999628069,1,FALSE,FALSE
FGSG_04477,0.100136111,1,1,FALSE,FALSE
FGSG_04478,0.038591667,1,1,FALSE,FALSE
FGSG_04479,0.080238889,1,1,FALSE,FALSE
FGSG_04480,0.286622222,1,1,FALSE,FALSE
FGSG_04481,0.051066667,1,1,FALSE,FALSE
FGSG_04482,0.050285714,1,1,FALSE,FALSE
FGSG_04483,0.016094444,1,1,FALSE,FALSE
FGSG_04484,0.0048,1,1,FALSE,FALSE
FGSG_04485,0.01435,1,1,FALSE,FALSE
FGSG_04486,0.065794444,1,1,FALSE,FALSE
FGSG_04488,0.138636111,1,1,FALSE,FALSE
FGSG_04489,0.280866667,1,1,FALSE,FALSE
FGSG_04490,0.317166667,1,1,FALSE,FALSE
FGSG_04494,0.169616667,0.066081001,1,FALSE,FALSE
FGSG_04495,0.7882,Not calculated,Not calculated,FALSE,FALSE
FGSG_04496,0.132609524,1,1,FALSE,FALSE
FGSG_04499,0.20923,1,1,FALSE,FALSE
FGSG_04500,0.189983333,0.007093992,0.000106743,TRUE,FALSE
FGSG_04502,0.314566667,1,1,FALSE,FALSE
FGSG_04503,0.124619048,1,1,FALSE,FALSE
FGSG_04504,0.076753571,1,1,FALSE,FALSE
FGSG_04507,0.0603,1,1,FALSE,FALSE
FGSG_04510,0.144394444,1,1,FALSE,FALSE
FGSG_04511,0.20792,1,1,FALSE,FALSE
FGSG_04512,0.040796429,1,1,FALSE,FALSE
FGSG_04514,0.50413,1,1,FALSE,FALSE
FGSG_04516,0.3622,0.568302745,1,FALSE,FALSE
FGSG_04517,0.063558333,1,1,FALSE,FALSE
FGSG_04518,0.173885714,1,1,FALSE,FALSE
FGSG_04519,0.31493,1,1,FALSE,FALSE
FGSG_04520,1.2834,Not calculated,Not calculated,FALSE,TRUE
FGSG_04521,0.5477,7.37E-06,5.38E-06,TRUE,FALSE
FGSG_04524,0.232353333,1,1,FALSE,FALSE
FGSG_04525,0.1622,1,1,FALSE,FALSE
FGSG_04526,0.2003525,1,1,FALSE,FALSE
FGSG_04527,0.045003571,1,1,FALSE,FALSE
FGSG_04528,0.161383333,1,1,FALSE,FALSE
FGSG_04529,0.104724242,1,1,FALSE,FALSE
FGSG_04531,0.2055,1,1,FALSE,FALSE
FGSG_04534,0.49825,1,1,FALSE,FALSE
FGSG_04535,0.336316667,0.052421787,1,FALSE,FALSE
FGSG_04539,0.241482143,1,1,FALSE,FALSE
FGSG_04540,0.084294444,1,1,FALSE,FALSE
FGSG_04542,0.104671429,1,1,FALSE,FALSE
FGSG_04543,0.126790476,1,1,FALSE,FALSE
FGSG_04545,0.24243,1,1,FALSE,FALSE
FGSG_04546,0.057466667,0.926026895,1,FALSE,FALSE
FGSG_04547,0.0995,1,1,FALSE,FALSE
FGSG_04548,0.096530556,1,1,FALSE,FALSE
FGSG_04550,0.071033333,0.999775025,1,FALSE,FALSE
FGSG_04553,0.074477778,1,1,FALSE,FALSE
FGSG_04554,0.084213889,1,1,FALSE,FALSE
FGSG_04555,0.028766667,1,1,FALSE,FALSE
FGSG_04556,0.165286111,1,1,FALSE,FALSE
FGSG_04558,0.026478571,1,1,FALSE,FALSE
FGSG_04560,0.119908333,1,1,FALSE,FALSE
FGSG_04561,0.274386111,1,1,FALSE,FALSE
FGSG_04562,0.339233333,1,1,FALSE,FALSE
FGSG_04563,0.299885714,1,1,FALSE,FALSE
FGSG_04565,0.268971429,1,1,FALSE,FALSE
FGSG_04567,0.008580556,1,1,FALSE,FALSE
FGSG_04568.2,0.045863889,0.753682566,1,FALSE,FALSE
FGSG_04569,0.284069444,1,1,FALSE,FALSE
FGSG_04570,0.031922222,1,1,FALSE,FALSE
FGSG_04571,0.033078571,1,1,FALSE,FALSE
FGSG_04572,0.071683333,1,1,FALSE,FALSE
FGSG_04574,0.188353571,1,1,FALSE,FALSE
FGSG_04575,0.146413889,1,1,FALSE,FALSE
FGSG_04577,0.063313889,1,1,FALSE,FALSE
FGSG_04578,0.040078571,1,1,FALSE,FALSE
FGSG_04579,0.074007143,1,1,FALSE,FALSE
FGSG_04580,0.051927778,1,1,FALSE,FALSE
FGSG_04581,0.077735714,1,1,FALSE,FALSE
FGSG_04582,0.050502778,1,1,FALSE,FALSE
FGSG_04583,0.061367857,1,1,FALSE,FALSE
FGSG_04584,0.106625,1,1,FALSE,FALSE
FGSG_04587,0.2364,Not calculated,Not calculated,FALSE,FALSE
FGSG_04588,0.33225,1,1,FALSE,FALSE
FGSG_04589,0.2267,0.999982,1,FALSE,FALSE
FGSG_04590,0.165133333,0.999968001,1,FALSE,FALSE
FGSG_04591,0.157633333,0.999974,1,FALSE,FALSE
FGSG_04592,0.383226667,1,1,FALSE,FALSE
FGSG_04593,0.0519,0.999952001,1,FALSE,FALSE
FGSG_04595,0.247033333,0.279523475,1,FALSE,FALSE
FGSG_04596,0.42085,1,1,FALSE,FALSE
FGSG_04597,0.486680952,0.038558836,0.006599615,TRUE,FALSE
FGSG_04598,0.122938095,1,1,FALSE,FALSE
FGSG_04599,0.158269444,1,1,FALSE,FALSE
FGSG_04600,1.018183333,0.357287678,1,FALSE,TRUE
FGSG_04603,0.106386111,1,1,FALSE,FALSE
FGSG_04604,0.7658,Not calculated,Not calculated,FALSE,FALSE
FGSG_04605,0.146566667,1,1,FALSE,FALSE
FGSG_04606,0.385263889,1,1,FALSE,FALSE
FGSG_04607,0.112419444,1,1,FALSE,FALSE
FGSG_04611,0.042353333,1,1,FALSE,FALSE
FGSG_04612,0.110683333,1,1,FALSE,FALSE
FGSG_04613,0.474846429,1,1,FALSE,FALSE
FGSG_04614,0.427833333,1,1,FALSE,FALSE
FGSG_04615,0.204057143,1,1,FALSE,FALSE
FGSG_04616,0.11985,1,1,FALSE,FALSE
FGSG_04618,0.245966667,1,1,FALSE,FALSE
FGSG_04619,0.373833333,1,1,FALSE,FALSE
FGSG_04620,0.185064286,0.979339416,1,FALSE,FALSE
FGSG_04621,0.199503571,1,1,FALSE,FALSE
FGSG_04622,0.318,0.988465044,1,FALSE,FALSE
FGSG_04624,0.182293333,1,1,FALSE,FALSE
FGSG_04627,0.1497,1,1,FALSE,FALSE
FGSG_04628,0.067791667,1,1,FALSE,FALSE
FGSG_04629,0.023486111,1,1,FALSE,FALSE
FGSG_04630,0.226825,1,1,FALSE,FALSE
FGSG_04633,0.257085714,1,1,FALSE,FALSE
FGSG_04635,0.27297619,1,1,FALSE,FALSE
FGSG_04637,0.061816667,0.007057898,0.027001766,TRUE,FALSE
FGSG_04639,0.398861111,1,1,FALSE,FALSE
FGSG_04640,0.22704,1,1,FALSE,FALSE
FGSG_04641,0.072483333,1,1,FALSE,FALSE
FGSG_04642,0.065280556,1,1,FALSE,FALSE
FGSG_04643,0.099294444,1,1,FALSE,FALSE
FGSG_04645,0.367385714,1,1,FALSE,FALSE
FGSG_04646,0.278333333,0.934819328,1,FALSE,FALSE
FGSG_04647,0.037439286,1,1,FALSE,FALSE
FGSG_04650,0.177213333,1,1,FALSE,FALSE
FGSG_04652,1.1157,Not calculated,Not calculated,FALSE,TRUE
FGSG_04654,0.531366667,1,1,FALSE,FALSE
FGSG_04655,0.20925,1,1,FALSE,FALSE
FGSG_04656,0.199460714,1,1,FALSE,FALSE
FGSG_04657,0.052678571,1,1,FALSE,FALSE
FGSG_04659,0.056960714,1,1,FALSE,FALSE
